,brightness,sigma,activation,trace,threshold,effective_charge_per_second,amplitude,stim_condition,time
0,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.0
1,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.002
2,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.004
3,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.006
4,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.008
5,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.01
6,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.012
7,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.014
8,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.016
9,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.018
10,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.02
11,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.022
12,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.024
13,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.026
14,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.028
15,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.03
16,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.032
17,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.034
18,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.036
19,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.038
20,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.04
21,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.042
22,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.044
23,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.046
24,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.048
25,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.05
26,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.052
27,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.054
28,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.056
29,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.058
30,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.06
31,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.062
32,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.064
33,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.066
34,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.068
35,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.07
36,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.072
37,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.074
38,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.076
39,0.11653672158718109,0.030659472569823265,0.0,0.0,0.0,0.0,1e-05,0,0.078
